employee_id,home_lat,home_lon
1,53.8225307,10.1524721
2,53.6933879,10.1467456
3,53.7993278,10.3639893
4,53.666063,10.2433797
5,53.5728702,9.8713571
6,53.8445527,10.2466086
7,53.6927498,10.168349
8,53.7575241,10.2568352
9,53.532621,9.8522742
10,53.7135645,10.317367
11,53.605072,9.8561657
12,53.5709461,10.2427777
13,53.5869443,9.8236725
14,53.8262601,10.0166324
15,53.6371903,9.8929335
16,53.9191577,10.1277744
17,53.8391361,10.0762463
18,53.6161597,9.8849873
19,53.7719559,9.9755022
20,53.7352548,10.4006524
21,53.65805,10.1800647
22,53.5839809,10.0121192
23,53.5775131,10.3910561
24,53.5663277,9.844109
25,53.7515211,10.1890433
26,53.5996585,10.135029
27,53.6046403,9.9889865
28,53.6540334,10.1710097
29,53.596235,10.1011749
30,53.6478781,10.2684104
31,53.6185521,9.880455
32,53.5212269,9.8863805
33,53.7002417,9.7314107
34,53.8705879,10.2552167
35,53.7033735,9.9409032
36,53.5537017,9.9305347
37,53.5126492,10.0226576
38,53.60781728714083,10.312429658775315
39,53.6267974,9.765459
40,53.5090138,9.9045356
41,53.8541584,10.1716942
42,53.5024161,9.9231282
43,53.7352968,9.9853024
44,53.4919379,10.0185001
45,53.7479555,9.9721928
46,53.7607524,9.8452268
47,53.7311344319063,9.997348540197931
48,53.7293384,10.1009788
49,53.74496363116963,9.881071283762411
50,53.745368,10.0600146
51,53.6020108,9.8147978
52,53.7526984,9.9407501
53,53.7661326,10.1265887
54,53.80947633429273,10.28060806774455
55,53.8393779,10.1824362
56,53.627121,9.8422103
57,53.7420444,9.6921929
58,53.8907066,10.1723494
59,53.5991794,9.8554571
60,53.7957029,9.8605697
61,53.5472032,9.9046721
62,53.5008574,10.1933225
63,53.6049121,10.4117816
64,53.6713084,10.3257764
65,53.7277198,9.7731458
66,53.7640085,10.18034
67,53.635674,10.3002315
68,53.796157,10.2310174
69,53.8432082,10.109915
70,53.5468343,10.240172
71,53.5240031,9.7799092
72,53.5270946,9.867612
73,53.7353602,9.976095
74,53.4791156,10.0512175
75,53.8157744,10.1971685
76,53.8069543,10.0030791
